product_id,title,rating,ratings_count,initial_price,discount,final_price,currency,seller_name,category,price_difference,popularity_score
18532334,Pepe Jeans,0.0,0,459,20.0,298.0,INR,Vis███ St███,briefs,161.0,0.0
16696094,Van Heusen,4.6,192,649,,649.0,INR,Wes███ry ███din█████████d_M██████,briefs,0.0,24.208374868962473
21867416,DressBerry,4.1,14,299,28.0,215.0,INR,VAC███CRE███ONS███,briefs,84.0,11.10300582451906
21850852,Soie,4.9,14,390,5.0,370.0,INR,GIN███IND███RIE█████████,briefs,20.0,13.26944598540083
21860658,EROTISSCH,0.0,0,899,40.0,539.0,INR,AAK███INT███TES█████████LIM██████,briefs,360.0,0.0
21569986,Chromozome,4.2,18,1199,40.0,395.0,INR,Sup███om ███,briefs,804.0,12.36664371249905
19206416,ABELINO,3.6,14,1899,80.0,379.0,INR,ARI███T T███ING█████████,briefs,1520.0,9.748980723967957
22196594,Zoiro,5.0,6,499,,499.0,INR,J.G███OSI███ PR█████████ITE███,briefs,0.0,9.729550745276565
22196914,Zivame,4.6,5,799,50.0,399.0,INR,MIL███AR ███AIL█████████LIM██████,briefs,400.0,8.242093558449053
21906602,bummer,4.6,23,599,25.0,449.0,INR,BAL███APP███LS █████████IMI██████,briefs,150.0,14.619047619600549
13889998,XYXX,4.1,202,249,,249.0,INR,XYX███PPA███S P█████████MIT████████████,briefs,0.0,21.784144514071325
22436508,Bruchi CLUB,5.0,4,888,65.0,310.0,INR,BRU███ CL███APP█████████ATE█████████,briefs,578.0,8.047189562170502
21877640,DressBerry,3.7,14,299,23.0,230.0,INR,VAC███CRE███ONS███,camisoles,69.0,10.019785744078177
18882294,VStar,4.8,10,265,,265.0,INR,V S███ CR███ION█████████,camisoles,0.0,11.509897309432178
21882284,H&M,0.0,0,1299,45.0,714.0,INR,H &███Hen███ & █████████eta█████████████████████,candle-holders,585.0,0.0
13669894,Vastraa Fusion,3.5,13,1699,70.0,1699.0,INR,,caps,0.0,9.236700653653404
16281444,Bharatasya,4.3,7,699,68.0,223.0,INR,VR ███ign███,caps,476.0,8.941598629223293
20129438,Skechers,3.8,11,12999,30.0,7799.0,INR,LSD███FES███ES █████████IMI██████,casual-shoes,5200.0,9.4426452691944
18506050,Bata,4.4,86,1199,55.0,539.0,INR,Bat███ndi███imi██████,casual-shoes,660.0,19.64999572208017
21739362,Prolific,3.9,8,2660,71.0,771.0,INR,BRA███SI ███AIL███,casual-shoes,1889.0,8.569175851611256
21903832,U.S. Polo Assn.,4.1,16,4299,25.0,3224.0,INR,ARV███ LI███TYL█████████LIM██████,casual-shoes,1075.0,11.616174710630485
21651940,HIGHLANDER,3.4,25,1898,55.0,569.0,INR,Fla███tar███mme██████,casual-shoes,1329.0,11.077528229273039
21321784,San Frissco,4.3,6,5995,72.0,1678.0,INR,ARY███ FO███EAR█████████PVT██████,casual-shoes,4317.0,8.367413640937846
21482828,Eego Italy,0.0,0,2999,70.0,899.0,INR,Gur███ers███,casual-shoes,2100.0,0.0
21907914,MOZAFIA,4.0,225,1999,60.0,799.0,INR,DHV███LOB███PRI█████████TED███,casual-shoes,1200.0,21.682139997089145
21497770,Puma,4.1,111,4999,55.0,2249.0,INR,Pum███por███Ind█████████td.█████████,casual-shoes,2750.0,19.345845372309885
21169272,HRX by Hrithik Roshan,3.9,107,3299,50.0,1649.0,INR,Omn███ch ███ail███,casual-shoes,1650.0,18.260311785784456
13643492,WROGN,3.7,58,3599,55.0,3599.0,INR,,casual-shoes,0.0,15.086888542451163
13638220,FAUSTO,3.2,6,999,1.0,999.0,INR,,casual-shoes,0.0,6.226912476977002
13638232,FAUSTO,2.5,4,1299,1.0,1299.0,INR,,casual-shoes,0.0,4.023594781085251
18489168,TOMS,4.3,6,4999,,4999.0,INR,V R███il ███ Lt███,casual-shoes,0.0,8.367413640937846
18997532,Fame Forever by Lifestyle,0.0,0,999,40.0,599.0,INR,LAN███RK ███INE█████████T L███,casual-shoes,400.0,0.0
18091436,HIGHLANDER,3.9,51,2198,50.0,659.0,INR,Fla███tar███mme██████,casual-shoes,1539.0,15.409850502467567
17312062,Clarks,4.6,31,6999,50.0,6999.0,INR,CLA███ RE███NCE█████████ PV██████,casual-shoes,0.0,15.94238515287874
17314086,EVERLY,3.7,79,1499,40.0,899.0,INR,M K███OTW███,casual-shoes,600.0,16.213498548293362
17312144,Clarks,3.7,3,10999,35.0,7149.0,INR,Vis███ St███,casual-shoes,3850.0,5.129289136143595
17350218,Delize,0.0,0,13999,68.0,4479.0,INR,Daz███ Ex███ts,casual-shoes,9520.0,0.0
17361518,Buckaroo,0.0,0,4999,25.0,3749.0,INR,Nag███ Li███tyl███,casual-shoes,1250.0,0.0
16284648,Crew STREET,4.1,41,3099,55.0,1394.0,INR,Sup███om ███,casual-shoes,1705.0,15.32444543496181
19103830,PUMA Motorsport,4.5,157,6999,55.0,4199.0,INR,Sup███om ███,casual-shoes,2800.0,22.78167764862135
21937664,Cortina,4.7,15,2598,64.0,935.0,INR,Bha███vna███Imp█████████ect███,chair-cover,1663.0,13.031166994526972
16712992,Cutiekins,4.1,454,1999,70.0,719.0,INR,CUT███INS███IVA█████████D,clothing-set,1280.0,25.093219417698894
21836198,Nottie Planet,4.5,13,449,30.0,314.0,INR,MOO███ FA███ONS█████████,clothing-set,135.0,11.875757983268663
18193844,Rubans,4.1,25,1980,75.0,1980.0,INR,,clutches,0.0,13.358195805888075
16694464,Ahalyaa,4.1,195,5000,66.0,1700.0,INR,UDA███ASH███,co-ords,3300.0,21.64027010284512
18494054,Home Sizzler,4.3,48,799,40.0,399.0,INR,Fla███ech███tai███,curtains-and-sheers,400.0,16.734827281875692
18462808,Homefab India,0.0,0,1199,52.0,569.0,INR,SHI███ABA███NDL██████,curtains-and-sheers,630.0,0.0
16185546,ellementry,5.0,5,1750,,1750.0,INR,Dil███ Es███tia█████████d,cutlery,0.0,8.958797346140274
15174886,MIAH Decor,3.2,6,599,40.0,359.0,INR,MIA███ECO███,dinnerware,240.0,6.226912476977002
21664722,Curvy Clan,3.7,3,2999,,2999.0,INR,RUB███S C███,dresses,0.0,5.129289136143595
21426422,Trendyol,4.1,10,4399,45.0,2419.0,INR,Sup███om ███,dresses,1980.0,9.831370618473319
21238004,COVER STORY,4.8,24,3490,40.0,2094.0,INR,Cov███Sto███Clo█████████ite███,dresses,1396.0,15.450603959367362
21426632,Trendyol,3.9,35,3599,30.0,2519.0,INR,Sup███om ███,dresses,1080.0,13.975723859978828
21673378,RACHNA,3.0,4,1299,51.0,628.0,INR,RAC███ AR███RIN█████████TD.███,dresses,671.0,4.828313737302301
21664936,Label Ritu Kumar,0.0,0,5900,30.0,4130.0,INR,REL███CE ███U K█████████ATE█████████,dresses,1770.0,0.0
21665324,Harpa,2.3,4,1999,55.0,899.0,INR,HAR███RET███ PV█████████,dresses,1100.0,3.7017071985984304
21664854,aarke Ritu Kumar,4.0,6,2200,30.0,1540.0,INR,REL███CE ███U K█████████ATE█████████,dresses,660.0,7.783640596221253
21664974,Label Ritu Kumar,4.6,7,4500,30.0,3150.0,INR,REL███CE ███U K█████████ATE█████████,dresses,1350.0,9.565431091727243
21664840,aarke Ritu Kumar,4.0,6,3500,30.0,2450.0,INR,REL███CE ███U K█████████ATE█████████,dresses,1050.0,7.783640596221253
21980370,Tokyo Talkies,3.7,26,1599,79.0,335.0,INR,Vis███ St███,dresses,1264.0,12.194596404216018
21616436,Curves by MISH,0.0,0,3999,37.0,2519.0,INR,MIS███ESI███ LI██████,dresses,1480.0,0.0
21988674,Sangria,0.0,0,2999,80.0,599.0,INR,SWARR,dresses,2400.0,0.0
22004792,WoowZerz,4.8,26,2495,50.0,1247.0,INR,Man███ Fa███ona██████,dresses,1248.0,15.82001695682078
21979790,Vishudh,3.8,55,2049,77.0,471.0,INR,Fla███tar███mme██████,dresses,1578.0,15.296336424793568
18962890,Athena,4.0,34,2499,64.0,899.0,INR,APE███PPA███S,dresses,1600.0,14.221392245957654
19027298,DressBerry,3.8,40,1499,41.0,884.0,INR,Vis███ St███,dresses,615.0,14.11157385347637
18962984,Athena,4.3,236,2499,68.0,799.0,INR,APE███PPA███S,dresses,1700.0,23.512658606881065
18951626,Berrylush,4.0,60,1899,78.0,398.0,INR,Sup███om ███,dresses,1501.0,16.443495456693245
18816460,Ethnovog,3.7,6,7828,52.0,3757.0,INR,Net███enu███ech█████████Pvt██████,dresses,4071.0,7.199867551504659
18944812,DRAAX Fashions,3.6,8,2399,,2399.0,INR,Dra███Fas███ns █████████vat████████████,dresses,0.0,7.910008478410391
18977246,AURELIA,4.1,140,4299,59.0,1750.0,INR,Esh███ox ███mme█████████td,dresses,2549.0,20.28991555055049
18803110,Athena Girl,3.5,6,2299,74.0,597.0,INR,APE███PPA███S,dresses,1702.0,6.810685521693596
18962990,Athena,4.2,35,2499,66.0,849.0,INR,APE███PPA███S,dresses,1650.0,15.050779541515663
18951632,Berrylush,3.9,69,1899,80.0,379.0,INR,Sup███om ███,dresses,1520.0,16.5691314439925
18956684,Forevermore,4.2,5,1599,,1599.0,INR,Ami███nte███ise███,dresses,0.0,7.525389770757831
18981160,Amydus,4.7,43,2799,,2799.0,INR,BEG███01 ███EST██████,dresses,0.0,17.78569127941583
18962952,Athena,4.2,3797,2799,60.0,1119.0,INR,Ape███ppa███s -██████,dresses,1680.0,34.61736554376337
18207844,H&M,3.0,7,1999,,1999.0,INR,,dresses,0.0,6.238324625039507
15736838,U&F,3.8,1023,1999,66.0,679.0,INR,SVP███XPO███ PR█████████ITE███,dresses,1320.0,26.33959286127792
15788324,Tokyo Talkies,4.2,347,1399,53.0,475.0,INR,Vis███ St███,dresses,924.0,24.579250415052794
15691054,QUIERO,3.4,7,2686,65.0,940.0,INR,Per███nkl███esi██████,dresses,1746.0,7.070101241711441
15691070,QUIERO,4.1,474,2820,65.0,987.0,INR,Per███nkl███esi██████,dresses,1833.0,25.26959069654203
13770986,all about you,4.2,38,2999,,2999.0,INR,,dresses,0.0,15.386958913744515
17586858,RARE,3.4,23,1799,55.0,809.0,INR,EPI███RAN███PVT██████,dresses,990.0,10.805383023183015
17692606,Style Quotient,3.9,12,1899,53.0,892.0,INR,Kri███n S███het█████████td,dresses,1007.0,10.003302494099993
17592092,U&F,4.1,7,2899,74.0,753.0,INR,SVP███XPO███ PR█████████ITE███,dresses,2146.0,8.525710320887326
17661682,Tokyo Talkies,4.1,13,1549,61.0,340.0,INR,Vis███ St███,dresses,1209.0,10.82013505142256
17692718,Style Quotient,4.8,8,1599,69.0,495.0,INR,Kri███n S███het█████████td,dresses,1104.0,10.546677971213853
17194598,Tokyo Talkies,4.3,48,1749,65.0,437.0,INR,Vis███ St███,dresses,1312.0,16.734827281875692
17194592,Tokyo Talkies,4.1,240,1749,65.0,367.0,INR,Vis███ St███,dresses,1382.0,22.48766742731168
18207478,Tokyo Talkies,4.1,333,699,60.0,279.0,INR,Vis███ St███,dresses,420.0,23.82567807120447
19032542,BUY NEW TREND,3.8,8,1499,50.0,749.0,INR,Dim███Gar███ts,dresses,750.0,8.349453393877633
18996672,Bella Moda,4.6,8,2017,70.0,605.0,INR,SHI███TRA███S,dresses,1412.0,10.10723305574661
19213302,8seconds,0.0,0,5099,45.0,2804.0,INR,Sup███om ███,dresses,2295.0,0.0
15191784,Kazo,4.0,35,3690,60.0,1476.0,INR,Kaz███ash███ PV█████████JIT███,dresses,2214.0,14.33407575382444
19213200,Label Ritu Kumar,4.8,5,5200,40.0,3120.0,INR,REL███CE ███U K█████████ATE█████████,dresses,2080.0,8.600445452294663
19213186,Label Ritu Kumar,1.9,7,6900,30.0,4830.0,INR,REL███CE ███U K█████████ATE█████████,dresses,2070.0,3.950938929191688
15104856,SCORPIUS,0.0,0,1999,70.0,599.0,INR,Sha███i K███ana███,dresses,1400.0,0.0
20040576,U&F,3.8,23,2899,68.0,927.0,INR,SVP███XPO███ PR█████████ITE███,dresses,1972.0,12.076604555322193
19987092,Vastralay,4.2,17,2999,78.0,659.0,INR,ASH███ PR███S,dresses,2340.0,12.139561383163892
10054817,Veni Vidi Vici,4.3,110,1890,60.0,756.0,INR,NYM███EA ███HIO█████████ PR███████████████,dresses,1134.0,20.250979865643036
10054855,Veni Vidi Vici,4.2,389,1890,60.0,756.0,INR,NYM███EA ███HIO█████████ PR███████████████,dresses,1134.0,25.05781630431951
10691426,SASSAFRAS,4.5,4441,2199,65.0,769.0,INR,ARD███ Re███l C███,dresses,1430.0,37.79487002004468
20040566,U&F,3.3,8,2899,70.0,869.0,INR,SVP███XPO███ PR█████████ITE███,dresses,2030.0,7.250841105209524
18963006,Athena,4.3,45,2499,68.0,799.0,INR,APE███PPA███S,dresses,1700.0,16.463158004903107
19513066,Stylecast X Hersheinbox,4.5,11,2559,54.0,2559.0,INR,,dresses,0.0,11.182079924046002
13703862,Style Quotient,3.9,46,1749,71.0,507.0,INR,Kri███n S███het█████████td,dresses,1242.0,15.015575646669227
18975316,Berrylush,4.2,31,3200,74.0,640.0,INR,Sup███om ███,dresses,2560.0,14.556090791758852
21664826,aarke Ritu Kumar,4.0,6,2800,30.0,1960.0,INR,REL███CE ███U K█████████ATE█████████,dresses,840.0,7.783640596221253
21242962,Tommy Hilfiger,4.4,9,5999,40.0,5699.0,INR,Fla███ech███tai███,dresses,300.0,10.131374409173803
21653646,ONLY,4.6,5,3299,60.0,1319.0,INR,ONL███ETA███PVT██████,dresses,1980.0,8.242093558449053
21661136,Kannan,0.0,0,2299,70.0,689.0,INR,SHR███KAN███ CO█████████,dresses,1610.0,0.0
20022902,Slenor,4.4,10,3599,59.0,1475.0,INR,Sle███ Ap███els███,dresses,2124.0,10.550739200312831
20052002,StyleStone,0.0,0,1599,56.0,703.0,INR,STY███STO███LLP███,dresses,896.0,0.0
20046216,YK Disney,5.0,7,999,67.0,329.0,INR,CRO███OAD███LOT█████████LTD███,dresses,670.0,10.39720770839918
22616192,Oomph!,3.9,7,1340,63.0,495.0,INR,CLI███WIS███NTE█████████RIV████████████,dresses,845.0,8.109822012551358
13391600,Mast & Harbour,3.7,200,1499,65.0,524.0,INR,SAP███SHI███ PR█████████ITE███,dresses,975.0,19.62222815981858
22590642,YU by Pantaloons,4.8,12,1499,52.0,719.0,INR,Wes███ry ███din█████████d_P████████████,dresses,780.0,12.311756915815376
13572604,Tokyo Talkies,4.2,58,1799,63.0,1799.0,INR,,dresses,0.0,17.125657264404023
13649832,all about you,4.3,56,1999,,1999.0,INR,,dresses,0.0,17.385120451688564
13487998,THREAD MUSTER,2.7,10,2499,74.0,2499.0,INR,,dresses,0.0,6.474317236555601
13467444,Sugr,3.8,14,899,30.0,899.0,INR,,dresses,0.0,10.290590764188398
13387584,Wish Karo,4.1,11,1999,65.0,699.0,INR,Kot███da ███est█████████Ltd███,dresses,1300.0,10.1881172641308
22634940,Rustorange,3.8,5,3399,56.0,1495.0,INR,Zak███i I███tec█████████ Li██████,dresses,1904.0,6.808685983066608
22622806,HERE&NOW,4.0,22,2999,67.0,989.0,INR,ANI███OTH███,dresses,2010.0,12.541976863716599
13558254,Tokyo Talkies,4.1,934,1349,59.0,1349.0,INR,,dresses,0.0,28.046240770083617
13586840,all about you,4.0,29,1899,55.0,1899.0,INR,,dresses,0.0,13.604789526648622
13586818,all about you,4.0,208,1899,54.0,1899.0,INR,,dresses,0.0,21.369337007859244
13406942,Global Desi,4.8,8,1799,75.0,449.0,INR,OCH███AND███ACK█████████LIM██████,dresses,1350.0,10.546677971213853
1341220,Miss Chase,4.4,22,1149,10.0,689.0,INR,CHA███LIF███YLE█████████,dresses,460.0,13.79617455008826
13387582,Wish Karo,4.7,18,2123,65.0,743.0,INR,Kot███da ███est█████████Ltd███,dresses,1380.0,13.838863202082269
22638540,Oomph!,2.3,4,1340,63.0,495.0,INR,CLI███WIS███NTE█████████RIV████████████,dresses,845.0,3.7017071985984304
13391540,Mast & Harbour,4.1,576,1999,66.0,679.0,INR,SWARR,dresses,1320.0,26.06715329268321
13447736,DODO & MOA,2.1,8,2799,60.0,1119.0,INR,AVY███ FA███ONT█████████TE █████████,dresses,1680.0,4.614171612406062
13435624,Deewa,4.1,28,2199,69.0,681.0,INR,Sun███ne ███t W██████,dresses,1518.0,13.805912902944543
13382036,plusS,4.2,623,1899,83.0,322.0,INR,Shi███Int███ati█████████rel███,dresses,1577.0,27.031831547151597
22610596,NIGHTSPREE,0.0,0,2799,50.0,1399.0,INR,MAH███R E███RPR██████,dresses,1400.0,0.0
13449506,DOOR74,5.0,7,2399,70.0,719.0,INR,JXP███S,dresses,1680.0,10.39720770839918
13411990,DODO & MOA,2.8,6,2990,65.0,1046.0,INR,AVY███ FA███ONT█████████TE ███████████████,dresses,1944.0,5.448548417354877
22590644,YU by Pantaloons,4.7,17,1399,54.0,643.0,INR,Wes███ry ███din█████████d_P████████████,dresses,756.0,13.584747262111973
13375140,HOUSE OF KKARMA,3.9,17,3499,65.0,1224.0,INR,Mut███ar,dresses,2275.0,11.272449855795042
13398280,Zastraa,4.3,45,3299,70.0,989.0,INR,MON███ CR███ION█████████,dresses,2310.0,16.463158004903107
12933978,Oxolloxo,0.0,0,1899,64.0,669.0,INR,M/S███PA ███ARE█████████E L███████████████,dresses,1230.0,0.0
13379612,THE SILHOUETTE STORE,2.0,3,1399,,1399.0,INR,YOL███ESI███ PR█████████ITE███,dresses,0.0,2.772588722239781
22630128,NUEVOSDAMAS,2.8,5,1999,70.0,599.0,INR,M/S███V M███C.,dresses,1400.0,5.016926513838554
22610562,NIGHTSPREE,0.0,0,2299,50.0,1149.0,INR,MAH███R E███RPR██████,dresses,1150.0,0.0
22596522,Vero Moda,4.3,12,3799,65.0,1329.0,INR,VER███ODA███TAI█████████,dresses,2470.0,11.029282237084608
22619942,Styli,3.7,11,2799,51.0,1371.0,INR,PRE███RE ███AIL█████████PRI███████████████,dresses,1428.0,9.194154604215601
13400194,Style Quotient,0.0,0,1299,73.0,350.0,INR,Kri███n S███het█████████td,dresses,949.0,0.0
21683822,ASTRID,0.0,0,2099,64.0,755.0,INR,SAA███EX ███ LT███,duffel-bag,1344.0,0.0
12356000,KLEIO,4.6,8,3499,55.0,3499.0,INR,,duffel-bag,0.0,10.10723305574661
12944214,Cherry Crumble,3.8,11,2599,45.0,1429.0,INR,WHI███SHR███PVT██████,dungarees,1170.0,9.4426452691944
20065316,Clora Creation,0.0,0,2199,38.0,1363.0,INR,Clo███Cre███on,dupatta,836.0,0.0
19761848,Clora Creation,0.0,0,1299,37.0,818.0,INR,Clo███Cre███on,dupatta,481.0,0.0
17739270,Clora Creation,0.0,0,999,50.0,499.0,INR,Clo███Cre███on,dupatta,500.0,0.0
21656682,Dupatta Bazaar,4.3,33,999,51.0,499.0,INR,LAA███TEX███E P█████████,dupatta,500.0,15.163350255849494
22601102,Nimidiya,0.0,0,999,60.0,399.0,INR,PRE███TI ███LEC██████,dupatta,600.0,0.0
22601210,Nimidiya,4.5,13,999,60.0,399.0,INR,PRE███TI ███LEC██████,dupatta,600.0,11.875757983268663
22601148,Nimidiya,3.3,3,999,60.0,399.0,INR,PRE███TI ███LEC██████,dupatta,600.0,4.574771391695639
22601132,Nimidiya,3.2,9,999,60.0,399.0,INR,PRE███TI ███LEC██████,dupatta,600.0,7.368272297580948
20195790,Dupatta Bazaar,4.7,10,999,48.0,999.0,INR,,dupatta,0.0,11.270107782152342
12999996,Vishudh,4.6,17,599,62.0,227.0,INR,Fla███tar███mme██████,dupatta,372.0,13.295710086322355
22585502,Nimidiya,0.0,0,999,60.0,399.0,INR,PRE███TI ███LEC██████,dupatta,600.0,0.0
15720652,Rubans,3.8,21,1480,76.0,355.0,INR,AK ███erp███es,earrings,1125.0,11.7459613227616
15713414,Crunchy Fashion,4.2,22,1998,68.0,639.0,INR,Cru███y F███ion█████████,earrings,1359.0,13.16907570690243
15750524,Priyaasi,4.4,97,7999,74.0,2079.0,INR,PRI███DES███S P█████████MIT███,earrings,5920.0,20.17385690615052
15014966,Priyaasi,4.9,13,3949,76.0,947.0,INR,PRI███DES███S P█████████MIT███,earrings,3002.0,12.931380915114767
10125243,KARATCART,4.0,213,1282,62.0,487.0,INR,KOK███V G███AL █████████,earrings,795.0,21.463904060087405
10564232,PRITA BY PRIYAASI,4.3,727,1130,69.0,350.0,INR,PRI███DES███S P█████████MIT███,earrings,780.0,28.33829450724575
10145409,Jewels Galaxy,0.0,0,1199,65.0,419.0,INR,RS ███els███,earrings,780.0,0.0
10135431,Priyaasi,4.5,347,1000,50.0,500.0,INR,PRI███DES███S P█████████MIT███,earrings,500.0,26.334911158985136
10125225,KARATCART,4.1,872,1568,73.0,423.0,INR,KOK███V G███AL █████████,earrings,1145.0,27.764935778942366
10125241,KARATCART,4.2,22,1711,82.0,307.0,INR,KOK███V G███AL █████████,earrings,1404.0,13.16907570690243
19925208,Yellow Chimes,4.1,14,774,44.0,433.0,INR,MER███I F███S A█████████ION██████████████████,earrings,341.0,11.10300582451906
20064092,AMI,3.8,6,1995,80.0,399.0,INR,ZAV███ PE███S,earrings,1596.0,7.39445856641019
17354670,ANIKAS CREATION,4.0,5,1995,69.0,1995.0,INR,,earrings,0.0,7.16703787691222
20041906,KARATCART,4.3,9,1730,65.0,605.0,INR,KOK███V G███AL █████████,earrings,1125.0,9.901115899874396
19821318,Golden Peacock,0.0,0,1149,63.0,425.0,INR,A&V███WEL███VT ██████,earrings,724.0,0.0
22600236,Inddus Jewels,0.0,0,5099,60.0,2039.0,INR,Nat███l L███sty█████████ts ██████████████████,earrings,3060.0,0.0
22601952,SOHI,4.5,15,1455,76.0,349.0,INR,Bil███nka███Pri█████████ted███,earrings,1106.0,12.476649250079015
22618882,Saraf RS Jewellery,4.2,99,3795,77.0,872.0,INR,HB ███DER███RIV█████████ED,earrings,2923.0,19.341714781149985
22593810,ZENEME,0.0,0,2999,78.0,659.0,INR,GLO███ NE███,earrings,2340.0,0.0
14467848,GIVA,4.4,17,2799,50.0,1399.0,INR,Ind███ewe███ash█████████ Lt███,earrings,1400.0,12.717635734743125
14399558,Shoshaa,4.6,21,2488,72.0,696.0,INR,SHO███A D███GNS██████,earrings,1792.0,14.218795285448254
19072820,FemNmas,4.4,5,249,,249.0,INR,FEM███MAS███,earrings,0.0,7.883741664603442
13402874,Crunchy Fashion,4.2,6,1575,78.0,346.0,INR,Cru███y F███ion█████████,earrings,1229.0,8.172822626032316
13401002,Adwitiya Collection,0.0,0,3189,81.0,599.0,INR,ADW███YA ███HIO█████████ LI██████,earrings,2590.0,0.0
13340876,Kord Store,4.4,7,4524,88.0,542.0,INR,Kor███yst███,earrings,3982.0,9.149542783391277
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,3.9,14,1650,81.0,313.0,INR,Sup███om ███,earrings,1337.0,10.561395784298618
12930744,ANIKAS CREATION,4.4,16,1075,55.0,483.0,INR,Jai███i J███lle███,earrings,592.0,12.466138713847352
12928940,ANIKAS CREATION,0.0,0,1600,70.0,480.0,INR,Jai███i J███lle███,earrings,1120.0,0.0
12928904,ANIKAS CREATION,3.8,6,1600,70.0,480.0,INR,Jai███i J███lle███,earrings,1120.0,7.39445856641019
